symbol,score,last_close,rsi,sma20,sma50,macd_hist,reasons
DELHIVERY,1.2,478.79998779296875,59.08808744348583,473.3724990844727,455.76100158691406,-0.4311047186367789,SMA20 > SMA50
LEMONTREE,1.2,172.89999389648438,58.663103666557284,171.63799972534179,159.5697998046875,-0.8026333348789665,SMA20 > SMA50
CHALET,1.2,1029.9000244140625,56.153988476769406,1027.997509765625,959.8420007324219,-1.9815070317291799,SMA20 > SMA50
RBLBANK,1.2,271.0,56.80246592392407,266.13686141967776,261.82635894775393,-0.25673384573028013,SMA20 > SMA50
INDIACEM,1.2,398.70001220703125,57.892421833584265,392.87749938964845,374.5970001220703,-0.4577812003761732,SMA20 > SMA50
HONASA,1.2,301.3999938964844,56.36283051952022,299.9925003051758,287.26000061035154,-0.29295929873427795,SMA20 > SMA50
JSL,1.2,778.9500122070312,59.01794297131776,767.0025054931641,728.9001782226562,-1.8165787399978228,SMA20 > SMA50
BRITANNIA,1.2,6069.5,58.1911558051164,6005.9,5747.913544921875,-9.291304716821116,SMA20 > SMA50
TORNTPHARM,1.2,3629.199951171875,56.664230351200466,3589.140002441406,3587.022001953125,-3.309097405384455,SMA20 > SMA50
TVSMOTOR,1.2,3529.39990234375,69.89725911126746,3430.4300170898437,3137.1539990234373,-10.416942589820522,SMA20 > SMA50
SYRMA,1.2,827.5499877929688,61.603041081556725,796.4822631835938,747.7056018066406,-3.607373138394845,SMA20 > SMA50
HINDALCO,1.2,743.2999877929688,59.88509835964773,733.8800048828125,703.5057312011719,-0.5959893848112383,SMA20 > SMA50
CIPLA,1.2,1575.800048828125,55.54460676787803,1570.4700073242188,1539.6080102539063,-1.4109467570926881,SMA20 > SMA50
SIGNATURE,0.7,1107.5999755859375,44.427553034495844,1113.3549865722657,1143.5939965820312,4.795798611151133,
SHREECEM,0.7,29880.0,47.58084917450686,29866.25,30454.1515625,19.073300599096115,
